티커,설명,가격,변화 %,변화,테크니컬 레이팅,거래량,볼륨*프라이스,마켓 캪,주가 수익 비율 (TTM),기초 주당 수익 (TTM),직원수,섹터
130660,한전산업개발보통주,9450,-3.17622951,-310,뉴트럴,242626,2292815700,318175985107,27.64732327,353.0179,3050,일렉트로닉 테크놀로지
059090,미코,9460,-4.73313192,-470,셀,643804,6090385840,316884556618,,-641.1107,131,일렉트로닉 테크놀로지
100130,동국에스엔씨,5600,-1.4084507,-80,셀,577743,3235360800,316567544861,17.37948034,326.8222,100,비에너지 미네럴
034950,한국기업평가,70900,0.14124294,100,바이,769,54522100,315829682350,14.94053698,4738.7855,187,코머셜 서비스
060720,케이에이치바텍,14000,0.71942446,100,뉴트럴,320574,4488036000,315216424942,7.67663495,1810.6892,76,프로듀서 매뉴팩처링
071320,지역난방공사보통주,27500,1.10294118,300,뉴트럴,3996,109890000,314941835022,,-20943.762,2201,유틸리티
050890,쏠리드,5300,2.51450677,130,바이,448994,2379668200,314611847458,9.25211752,558.791,190,일렉트로닉 테크놀로지
001500,현대차증권보통주,9800,-1.20967742,-120,뉴트럴,24320,238336000,314588620605,,3114.2582,815,파이낸스
143240,사람인에이치알,28100,-1.05633803,-300,셀,22550,633655000,314305627823,9.30059524,3068.7161,455,테크놀로지 서비스
005010,휴스틸보통주,5400,-7.05679862,-410,셀,1495716,8076866400,314106294365,4.84629488,1198.854,535,비에너지 미네럴
048550,에스엠컬처앤콘텐츠,3295,-0.30257186,-10,뉴트럴,500302,1648495090,313591048927,,-59.3704,453,코머셜 서비스
079370,제우스,32150,3.70967742,1150,스트롱 바이,191525,6157528750,313533123016,36.55986312,847.9244,670,일렉트로닉 테크놀로지
039840,디오,20750,-1.19047619,-250,뉴트럴,30696,636942000,313205946922,20.60954799,1024.2423,482,헬쓰 테크놀로지
003580,에이치엘비글로벌보통주,7320,-0.94722598,-70,스트롱 셀,164425,1203591000,313049143600,,-297.3304,45,에너지 미네랄
294570,쿠콘,30350,-0.49180328,-150,바이,31053,942458550,312767875671,297.9761072,108.3334,,테크놀로지 서비스
005500,삼진제약보통주,25600,0.78740157,200,스트롱 바이,45685,1169536000,312491681671,14.72887447,1724.5038,724,헬쓰 테크놀로지
317330,덕산테코피아,16900,-1.16959064,-200,셀,59124,999195600,312094536781,21.12005454,884.185,,일렉트로닉 테크놀로지
246710,티앤알바이오팹,14700,0.68493151,100,바이,56986,837694200,309438502121,,-680.9214,76,헬쓰 테크놀로지
091810,티웨이항공보통주,1910,-1.03626943,-20,뉴트럴,2176992,4158054720,309041043854,,-1315.9762,2131,이송/배달
339770,교촌에프앤비보통주,12900,4.4534413,550,바이,387742,5001871800,308534347057,12.84721684,961.2977,318,디스트리뷰션 서비스
058820,CMG제약,2205,-0.67567568,-15,뉴트럴,691310,1524338550,308340744324,63.74181693,34.828,248,헬쓰 테크놀로지
003920,남양유업보통주,404500,0.99875156,4000,바이,686,277487000,307973655626,,-73017.8258,2139,컨슈머 논-듀어러블즈
010690,화신보통주,9210,-1.28617363,-120,바이,376425,3466874250,307188463326,6.5622733,1472.0127,914,프로듀서 매뉴팩처링
117580,대성에너지보통주,11000,-1.78571429,-200,스트롱 셀,217731,2395041000,304578933716,23.60823152,474.4108,415,유틸리티
108490,로보티즈,25500,0,0,스트롱 바이,1042065,26572657500,304098278046,956.16633545,27.0866,122,프로듀서 매뉴팩처링
002320,한진보통주,21100,0.47619048,100,뉴트럴,12050,254255000,303853763580,,-156.4444,1489,이송/배달
136480,하림,2845,-0.1754386,-5,바이,624703,1777280035,302633461761,,-427.2781,2288,컨슈머 논-듀어러블즈
054210,이랜텍,12650,3.68852459,450,바이,764822,9674998300,302342884827,4.88921363,2788.6102,316,프로듀서 매뉴팩처링
330860,네패스아크,24050,-3.02419355,-750,뉴트럴,46533,1119118650,302164311981,,2154.1725,187,프로듀서 매뉴팩처링
027360,아주아이비투자,2565,-0.58139535,-15,셀,169431,434590515,301891415405,9.67597848,266.6397,53,파이낸스
001470,삼부토건보통주,1525,0,0,뉴트럴,2488086,3794331150,301451889801,80.0142714,19.0591,340,인더스트리얼 서비스
089970,에이피티씨,14000,1.44927536,200,뉴트럴,92656,1297184000,301123365784,6.46766202,2140.3686,64,프로듀서 매뉴팩처링
009520,(주)포스코엠텍,7120,-1.38504155,-100,셀,503552,3585290240,300660267868,29.08001232,248.2805,987,프로세스 인더스트리
063170,서울옥션,17900,-0.83102493,-150,뉴트럴,125184,2240793600,300298178577,23.07245313,782.3182,106,컨슈머 서비스
072710,농심홀딩스보통주,64700,0,0,뉴트럴,1296,83851200,300065026140,5.93924316,10893.6439,7,컨슈머 논-듀어러블즈
003610,방림보통주,7750,0,0,바이,101454,786268500,299778191566,66.85316543,115.9257,,프로세스 인더스트리
016590,신대양제지보통주,83000,0,0,뉴트럴,507,42081000,299374934196,5.88330444,14107.718,115,프로세스 인더스트리
382840,원준,20500,3.27455919,650,셀,328307,6730293500,298952385521,,,52,프로듀서 매뉴팩처링
063080,컴투스홀딩스,45850,-1.18534483,-550,셀,130003,5960637550,298523529053,,-3945.7355,285,테크놀로지 서비스
089600,나스미디어,28150,-3.09810671,-900,셀,120341,3387599150,298057079172,,2663.441,424,코머셜 서비스
114190,강원에너지,11550,1.31578947,150,바이,1961829,22659124950,297802625656,55.11871556,206.8263,51,프로듀서 매뉴팩처링
226320,잇츠한불보통주,16500,-2.36686391,-400,뉴트럴,36668,605022000,297602627945,,-687.9324,145,컨슈머 논-듀어러블즈
100120,뷰웍스,31850,-0.31298905,-100,셀,13464,428828400,297576606274,,,393,헬쓰 테크놀로지
104480,티케이케미칼,3250,-0.6116208,-20,뉴트럴,296046,962149500,297228061066,0.64767182,5048.8533,646,콘슈머 듀어러블즈
214870,뉴지랩파마,9160,-0.32644178,-30,셀,83939,768881240,296009576073,,-1625.5381,33,콘슈머 듀어러블즈
004250,NPC보통주,7300,-2.79627164,-210,셀,1273384,9295703200,295751858518,10.41061056,721.3794,,프로세스 인더스트리
001510,SK증권보통주,684,0.14641288,1,셀,561021,383738364,295674947906,57.2252059,11.9403,960,파이낸스
226950,올릭스,21100,-2.08816705,-450,뉴트럴,49767,1050083700,295303104162,,-2479.9082,,헬쓰 테크놀로지
055490,테이팩스보통주,62900,0.80128205,500,셀,20537,1291777300,294381356049,13.10010335,4798.1316,,프로세스 인더스트리
900140,엘브이엠씨홀딩스보통주,3000,0,0,바이,111053,333159000,294248359680,,-144.7972,,리테일 트레이드
001780,알루코 보통주,3280,0.45941807,15,스트롱 바이,15056193,49384313040,293750185738,37.53619973,86.9827,230,비에너지 미네럴
101360,이엔드디,27700,-1.94690265,-550,셀,74185,2054924500,293290798664,73.13491722,388.2491,,프로듀서 매뉴팩처링
009580,무림피앤피보통주,4585,-2.342918,-110,셀,288593,1323198905,292797933769,,589.1488,684,프로세스 인더스트리
263050,유틸렉스,7810,-1.2642225,-100,뉴트럴,1077769,8417375890,290794187241,,-1134.4644,106,헬쓰 테크놀로지
095720,웅진씽크빅 보통주,2580,0,0,바이,79455,204993900,290722353058,,124.9704,,컨슈머 서비스
040300,와이티엔,6730,-2.46376812,-170,바이,3377359,22729626070,289800000000,5.32376516,1296.0752,665,컨슈머 서비스
086390,유니테스트,14000,-1.75438596,-250,뉴트럴,111888,1566432000,289742643356,,-592.8375,,일렉트로닉 테크놀로지
008350,남선알미늄보통주,2150,-1.60183066,-35,바이,1097517,2359661550,289365586234,5.60713032,389.6824,587,비에너지 미네럴
204270,제이앤티씨,5080,0.19723866,10,바이,11781,59847480,289337897186,,-750.6904,481,일렉트로닉 테크놀로지
036030,케이티알파,5840,-1.01694915,-60,바이,24262,141690080,289213748932,,202.5723,679,컨슈머 서비스
060280,큐렉소,7370,-0.67385445,-50,뉴트럴,15454,113895980,288690602112,,-11.3929,,헬쓰 테크놀로지
037070,파세코,14300,-0.69444444,-100,바이,62990,900757000,287720727539,21.47997634,670.3918,374,콘슈머 듀어러블즈
045390,대아티아이,4050,-0.24630542,-10,바이,18840139,76302562950,286121896057,59.78025602,67.9154,358,프로듀서 매뉴팩처링
035890,서희건설,1285,0,0,뉴트럴,444025,570572125,282999269943,2.65110526,484.7035,915,인더스트리얼 서비스
000050,경방보통주,11150,-0.44642857,-50,뉴트럴,2201,24541150,282853662109,14.35181133,780.3893,203,프로세스 인더스트리
126560,현대퓨처넷보통주,2630,0,0,셀,172872,454653360,282671626282,,-297.7516,45,컨슈머 논-듀어러블즈
084010,대한제강 보통주,13300,1.52671756,200,바이,36263,482297900,282612570953,1.91133905,6853.8337,398,비에너지 미네럴
265520,에이피시스템,18550,-1.06666667,-200,바이,75257,1396017350,282490003109,,6310.4139,,일렉트로닉 테크놀로지
013030,하이록코리아,21850,-0.2283105,-50,바이,123582,2700266700,281547484875,10.58048707,2069.848,518,프로듀서 매뉴팩처링
082920,비츠로셀,13450,1.89393939,250,바이,68293,918540850,281216159821,16.44897323,811.1578,,프로듀서 매뉴팩처링
271980,제일약품보통주,19100,-0.77922078,-150,바이,11918,227633800,281191310644,,-1172.9709,1006,헬쓰 테크놀로지
123860,아나패스,23800,-2.05761317,-500,스트롱 셀,24897,592548600,280494719982,35.99323327,680.7382,,일렉트로닉 테크놀로지
232140,와이아이케이,3410,-0.72780204,-25,바이,60744,207137040,280234618034,6.75707841,509.9322,153,일렉트로닉 테크놀로지
048870,시너지이노베이션,3310,-2.21565731,-75,셀,101025,334392750,279967742767,97.350961,34.7711,64,헬쓰 테크놀로지
024720,한국콜마홀딩스보통주,14900,-1.65016502,-250,뉴트럴,4753,70819700,279960174465,12.17806306,1244.0402,96,컨슈머 논-듀어러블즈
340570,티앤엘,34300,-0.14556041,-50,셀,22638,776483400,279196808910,11.95390283,2873.5385,137,프로세스 인더스트리
080160,모두투어네트워크,15550,-2.8125,-450,셀,57042,887003100,277819427490,21.19196035,755.0033,665,컨슈머 서비스
108230,톱텍,7400,-3.64583333,-280,바이,119009,880666600,276753310547,,-1555.5248,418,프로듀서 매뉴팩처링
314130,지놈앤컴퍼니,19150,-2.29591837,-450,바이,64989,1244539350,275958615112,,-3334.6487,99,헬쓰 테크놀로지
336570,원텍,3455,10.20733652,320,스트롱 바이,5514557,19052794435,275651000000,,-0.4004,164,헬쓰 테크놀로지
093320,케이아이엔엑스,56600,0.53285968,300,바이,4389,248417400,274564085007.00003,,5052.6922,136,테크놀로지 서비스
122450,케이엑스이노베이션,6900,5.34351145,350,바이,87288,602287200,274315756035.00003,10.30914368,678.8123,88,컨슈머 서비스
260870,SK시그넷,46100,-1.07296137,-500,뉴트럴,5123,236170300,273831573677,,,159,프로듀서 매뉴팩처링
080420,모다이노칩,3360,-1.89781022,-65,셀,112257,377183520,273046570015,19.66915618,174.1305,475,리테일 트레이드
031330,에스에이엠티,2750,-1.2567325,-35,셀,214397,589591750,272916252632.00003,3.99522409,697.0823,119,일렉트로닉 테크놀로지
001630,종근당홀딩스보통주,55200,0.36363636,200,바이,1685,93012000,272785053253.00003,120.25267054,457.3703,39,헬쓰 테크놀로지
032300,한국파마,24500,-2,-500,뉴트럴,34505,845372500,272667527199,63.14923731,400.8994,,헬쓰 테크놀로지
065350,신성델타테크,9960,-1.38613861,-140,셀,43274,431009040,272537872313.99997,12.71853689,794.1165,362,일렉트로닉 테크놀로지
182360,큐브엔터테인먼트,19350,-1.77664975,-350,바이,133655,2586224250,271896244621.00003,,-124.2808,,컨슈머 서비스
037270,와이지플러스보통주,4180,-2.3364486,-100,셀,222610,930509800,271477870636,,363.6986,,코머셜 서비스
084690,대상홀딩스 보통주,7300,0.55096419,40,뉴트럴,24321,177543300,271444067127.00003,4.04309043,1795.6561,30,컨슈머 논-듀어러블즈
297090,씨에스베어링,9670,-3.78109453,-380,바이,787296,7613152320,271350000000,,-401.9342,101,프로듀서 매뉴팩처링
095570,AJ네트웍스보통주,6340,4.79338843,290,뉴트럴,338510,2146153400,270845278548.99997,3.48089029,1738.0611,488,파이낸스
030530,원익홀딩스,3520,-0.70521862,-25,바이,383597,1350261440,270777773514,,1077.8535,412,일렉트로닉 테크놀로지
371950,풍원정밀,12900,0.38910506,50,셀,117521,1516020900,270370000000,,,,일렉트로닉 테크놀로지
012320,경동인베스트보통주,108000,-12.90322581,-16000,바이,393930,42544440000,270363644600,15.17223812,8172.8219,14,유틸리티
298690,에어부산보통주,2260,-2.16450216,-50,셀,317350,717211000,269188914642,,-6016.232,1306,이송/배달
078020,이베스트투자증권,5290,-0.75046904,-40,셀,47326,250354540,268662364310.99997,3.50379389,1885.3333,577,파이낸스
068290,삼성출판사보통주,26400,-1.67597765,-450,바이,38411,1014050400,268500000000,48.72497537,551.0521,276,프로듀서 매뉴팩처링
004380,삼익THK보통주,12750,-1.54440154,-200,바이,61203,780338250,268065009880.00003,17.903588,723.3187,643,프로듀서 매뉴팩처링
016580,환인제약보통주,17600,0.28490028,50,바이,11148,196204800,267937092018.00003,11.89939418,1474.865,509,헬쓰 테크놀로지
321550,티움바이오,11100,-0.44843049,-50,셀,34299,380718900,267427461338.00003,,,49,헬쓰 테크놀로지
382900,범한퓨얼셀,29650,-2.46710526,-750,셀,88809,2633186850,266334000000,,,84,테크놀로지 서비스
005810,풍산홀딩스보통주,27300,-0.18281536,-50,바이,2307,62981100,266267890406.00003,2.57456083,10623.171,302,프로듀서 매뉴팩처링
298870,다올인베스트먼트,2590,-2.63157895,-70,뉴트럴,1284694,3327357460,266000000000,,,35,파이낸스
051370,인터플렉스,11150,-2.19298246,-250,뉴트럴,148347,1654069050,265933188628.99997,8.31913668,1370.3345,483,일렉트로닉 테크놀로지
073570,더블유아이,3900,22.64150943,720,스트롱 바이,37800492,147421918800,264916524353,,-132.7154,42,일렉트로닉 테크놀로지
206560,덱스터스튜디오,10450,-0.47619048,-50,뉴트럴,189015,1975206750,263957736969.00003,,-346.926,307,컨슈머 서비스
016800,퍼시스보통주,28650,-0.34782609,-100,뉴트럴,4174,119585100,263663357496,24.02338466,1196.7506,215,프로듀서 매뉴팩처링
272550,삼양패키징보통주,17150,3.003003,500,바이,11858,203364700,262881364489,,719.0057,489,프로세스 인더스트리
045100,한양이엔지,14950,-0.99337748,-150,바이,78440,1172678000,262701170540.00003,3.83999001,3932.3019,961,일렉트로닉 테크놀로지
034810,해성산업,10250,0,0,셀,23875,244718750,262161685467,12.02659932,852.2775,67,파이낸스
036890,진성티이씨,13800,5.34351145,700,스트롱 바이,1010861,13949881800,261532207108,10.1606342,1289.2896,227,프로듀서 매뉴팩처링
228670,레이,19900,1.27226463,250,뉴트럴,71381,1420481900,261473389435,,-422.9624,188,헬쓰 테크놀로지
037710,광주신세계보통주,32750,0.1529052,50,바이,812,26593000,261320019722,,7425.1737,170,리테일 트레이드
091580,상신이디피,19050,-0.52219321,-100,바이,440515,8391810750,260980387163,17.94897991,1081.9172,,프로듀서 매뉴팩처링
006220,제주은행보통주,8500,5.06798517,410,바이,1046765,8897502500,259921771431,22.23073469,363.9106,,파이낸스
107590,미원홀딩스 보통주,112000,0,0,셀,386,43232000,259296775818,7.70540217,14535.2569,16,프로세스 인더스트리
020120,키다리스튜디오보통주,6930,-2.11864407,-150,셀,91558,634496940,259129177551,,,193,테크놀로지 서비스
004980,성신양회보통주,9910,-4.25120773,-440,셀,487534,4831461940,259044272885,14.65371571,706.3055,596,비에너지 미네럴
017940,E1보통주,44950,0.33482143,150,바이,3576,160741200,259022451782,3.0470077,14828.5219,298,유틸리티
042000,카페24,11050,-4.32900433,-500,뉴트럴,103824,1147255200,258977701092,,-1464.5627,1303,테크놀로지 서비스
001460,BYC보통주,366000,-0.67842605,-2500,스트롱 셀,464,169824000,258935612723,6.9901241,52717.2329,566,컨슈머 논-듀어러블즈
023410,유진기업,3635,0.27586207,10,바이,148635,540288225,257410372734,2.01332952,1800.5001,680,비에너지 미네럴
018470,조일알미늄보통주,1995,-1.72413793,-35,셀,2364392,4716962040,257062394638,6.88631174,301.7297,393,비에너지 미네럴
293480,하나제약보통주,14800,-0.33670034,-50,뉴트럴,9668,143086400,256897369480,9.58507223,1549.2841,636,헬쓰 테크놀로지
077360,덕산하이메탈,5800,-0.51457976,-30,셀,113272,656977600,256851593704,7.67469609,759.6392,218,프로듀서 매뉴팩처링
052400,코나아이,18300,4.57142857,800,바이,445624,8154919200,256489448547,4.6585294,3757.183,496,일렉트로닉 테크놀로지
054620,에이피에스홀딩스,14150,1.79856115,250,바이,148486,2101076900,255674546051,11.4447027,1338.4118,,일렉트로닉 테크놀로지
